1 0 329940 


2 .2 52217.5 
2 1.2 303394 


4 .4 26321.3 
4 1.4 28742.2 
4 2.4 148978 
4 3.4 149936 


8 .6 100.067 
8 1.6 218.507 
8 2.6 28213 
8 3.6 28337.6 
8 4.6 101829 
8 5.6 111112 
8 6.6 48620.4 
8 7.6 48316.3 


16 .8 4.519 
16 1.8 88.805 
16 2.8 208.747 
16 3.8 4.215 
16 4.8 6.492 
16 5.8 31032 
16 6.8 28486.3 
16 7.8 5.962 
16 8.8 6513 
16 9.8 96312.2 
16 10.8 96214.3 
16 11.8 6424.43 
16 12.8 8.632 
16 13.8 52138.4 
16 14.8 51996 
16 15.8 9.67 


